title,url,duration,thumbnail
1.2 Tabular Data - Working With Data & APIs in JavaScript,https://www.youtube.com/watch?v=RfMkdvN-23o,1035,https://i.ytimg.com/vi/RfMkdvN-23o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDruAqG78Cc3c-3S8VxymJfld0AKQ
1.1: fetch() - Working With Data & APIs in JavaScript,https://www.youtube.com/watch?v=tc8DU14qX6I,939,https://i.ytimg.com/vi/tc8DU14qX6I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyigO-vHs-Y1bCwtbQ6Lfza9C1YA
11.3 Neuroevolution Flappy Bird with TensorFlow.js,https://www.youtube.com/watch?v=cdUNkwXx-I4,2780,https://i.ytimg.com/vi/cdUNkwXx-I4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsVWgbA1R97gQJLh0Exs9X3gUPuQ
Code! Programming with p5.js for Beginners Trailer,https://www.youtube.com/watch?v=HerCR8bw_GE,56,https://i.ytimg.com/vi/HerCR8bw_GE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9E2WDuLA6JLlCmx4YAf-YaUoIdw
I.7 : What is OpenSimplex Noise?,https://www.youtube.com/watch?v=Lv9gyZZJPE0,1066,https://i.ytimg.com/vi/Lv9gyZZJPE0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBKtHi7j_lOSAZm5WtvJVEiZ4sIg
ITP/IMA Winter Show 2018,https://www.youtube.com/watch?v=02z_yyHAm-U,790,https://i.ytimg.com/vi/02z_yyHAm-U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBVrWFZ0b7yEELbmk-g2HAeMPP_Jw
Guest: Cognimates with Stefania Druga,https://www.youtube.com/watch?v=kg2G26TWjY4,1253,https://i.ytimg.com/vi/kg2G26TWjY4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCFEumGkEgaFpCP-SRcf_q3EGxmTg
Text Generation with LSTM and Spell with Nabil Hassein,https://www.youtube.com/watch?v=xfuVcfwtEyw,2437,https://i.ytimg.com/vi/xfuVcfwtEyw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwylcTrYMehm3E_OaO7UJoTsN5XQ
4.7: Mastodon Bot - Replying to a Mention,https://www.youtube.com/watch?v=myPWWrkq5t0,509,https://i.ytimg.com/vi/myPWWrkq5t0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjKtbuJ6tKJVS_hzQuA3VZcZGR7w
4.6: Mastodon Bot - Managing User Events,https://www.youtube.com/watch?v=yFVc-LnBrEc,748,https://i.ytimg.com/vi/yFVc-LnBrEc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDb0859Ben7BpLBQ-44s7ISswbuJw
4.5: Mastodon Bot - Streaming API,https://www.youtube.com/watch?v=4hJykkzjXYY,627,https://i.ytimg.com/vi/4hJykkzjXYY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBIXUARcay3bXmSv1yTD-_ke_PZSg
